concept_id,concept_name,concept_code,vocabulary_id
40942429,Captopril 50 MG Oral Tablet [Capto Basf] Box of 50,OMOP2140391,RxNorm Extension
21023558,Ramipril 10 MG Oral Tablet by Alliance,OMOP373005,RxNorm Extension
40848945,Captopril 100 MG Oral Tablet [Captobeta] Box of 50,OMOP2046907,RxNorm Extension
43182581,Indapamide 1.25 MG / Perindopril 3.5 MG Oral Tablet [PERINDOPRIL/INDAPAMIDE ARROW] Box of 30 by Actavis,OMOP480282,RxNorm Extension
21082480,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet Box of 28 by Lupin,OMOP373907,RxNorm Extension
40948889,Enalapril 10 MG / Hydrochlorothiazide 25 MG Oral Tablet [Enalapril Plus 1a Pharma] Box of 100 by 1 A,OMOP2146851,RxNorm Extension
40849679,benazepril 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [CIBADREX] Box of 42,OMOP2047641,RxNorm Extension
21089938,Perindopril 8 MG Oral Tablet Box of 28 by Accord,OMOP269725,RxNorm Extension
40961168,Enalapril 5 MG Oral Tablet Box of 98,OMOP2159130,RxNorm Extension
21168666,Perindopril 4 MG Oral Tablet by Sandoz,OMOP270235,RxNorm Extension
40948914,Enalapril 2.5 MG Oral Tablet [Enalapril Basics] Box of 30 by Basics,OMOP2146876,RxNorm Extension
21151942,Captopril 12.5 MG Oral Tablet [Acepril] by Bristol Myers Squibb,OMOP386750,RxNorm Extension
41252460,Enalapril 20 MG Oral Tablet [Enalapril Wolff] Box of 100,OMOP2450422,RxNorm Extension
41093674,Lisinopril 2.5 MG Oral Tablet [Lisinopril Ct] Box of 30,OMOP2291636,RxNorm Extension
40925897,Enalapril / Hydrochlorothiazide Oral Tablet [Enalapril Hct Azu],OMOP2123859,RxNorm Extension
40821243,Captopril 50 MG Oral Tablet [Lopirin] Box of 42,OMOP2019205,RxNorm Extension
36264942,Amlodipine 10 MG / Perindopril 10 MG Oral Tablet Box of 60,OMOP3115817,RxNorm Extension
43172865,trandolapril 4 MG Oral Capsule [TRANDOLAPRIL BIOGARAN] Box of 84,OMOP490998,RxNorm Extension
36273429,Captopril 100 MG Oral Tablet [CAPTOPRIL SANDOZ] Box of 60,OMOP3124304,RxNorm Extension
43215391,Perindopril 3.5 MG Oral Tablet [PERINDOPRIL MYLAN] Box of 30 by Servier,OMOP479932,RxNorm Extension
43204498,Perindopril 7 MG Oral Tablet [PERINDOPRIL SANDOZ] Box of 30 by Sandoz,OMOP480006,RxNorm Extension
40937467,Lisinopril 10 MG Oral Tablet [Lisi Lichtenstein] Box of 100,OMOP2135429,RxNorm Extension
44072760,Ramipril 10 MG Oral Capsule [Ran-Ramipril],OMOP1067391,RxNorm Extension
40942430,Captopril 50 MG Oral Tablet [Captopril Abz] Box of 20,OMOP2140392,RxNorm Extension
21072803,Lisinopril 10 MG Oral Tablet [Lisopress] Box of 28,OMOP373575,RxNorm Extension
43167836,Fosinopril 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [FOSINOPRIL HYDROCHLOROTHIAZIDE ARROW] Box of 90 by Arrow,OMOP446805,RxNorm Extension
44182360,Lisinopril 5 MG Oral Tablet [Lisigamma] Box of 100 by AAA-Pharma,OMOP3059083,RxNorm Extension
43133676,Lisinopril 20 MG Oral Tablet [LISINOPRIL QUALIMED] Box of 28 by Qualimed,OMOP500257,RxNorm Extension
41043396,Captopril 25 MG Oral Tablet [Captobeta] Box of 20 by Betapharm,OMOP2241358,RxNorm Extension
36275855,Enalapril 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Enalapril Hct Sandoz] Box of 56,OMOP3126730,RxNorm Extension
41199146,Enalapril 20 MG Oral Tablet [Enalapril Basics] Box of 100 by Basics,OMOP2397108,RxNorm Extension
40945855,Ramipril 2.5 MG Oral Tablet [Delix] Box of 99 by Sanofi,OMOP2143817,RxNorm Extension
40918594,Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet [Captopril Hct Sandoz] Box of 50 by Novartis,OMOP2116556,RxNorm Extension
41323429,Enalapril 20 MG Oral Tablet [Enalapril Stada] Box of 100 by Stada,OMOP2521391,RxNorm Extension
40940237,Enalapril 20 MG / Hydrochlorothiazide 6 MG Oral Tablet [Enalapril Plus 1a Pharma] Box of 100,OMOP2138199,RxNorm Extension
41041854,Fosinopril 10 MG Oral Tablet [Fosinopril Basics] Box of 50 by Basics,OMOP2239816,RxNorm Extension
40883550,Ramipril 5 MG Oral Tablet [Delix] Box of 50 by Kohlpharma,OMOP2081512,RxNorm Extension
40938331,imidapril 10 MG Oral Tablet [Tanatril] Box of 100,OMOP2136293,RxNorm Extension
41129902,Captopril 12.5 MG Oral Tablet [Jucapt] Box of 20,OMOP2327864,RxNorm Extension
43678203,moexipril 15 MG Oral Tablet [Fempress],OMOP690224,RxNorm Extension
44036354,Ramipril 10 MG Oral Capsule by Laboratoire Riva,OMOP1030985,RxNorm Extension
43180889,Enalapril 5 MG Oral Tablet Box of 84,OMOP465066,RxNorm Extension
21053049,trandolapril 0.5 MG Oral Capsule [Gopten] by Waymade,OMOP372770,RxNorm Extension
40945850,Ramipril 2.5 MG Oral Capsule [Ramipril Stada] Box of 100 by Stada,OMOP2143812,RxNorm Extension
21157639,100 ML Captopril 5 MG/ML Oral Solution,OMOP322412,RxNorm Extension
41168758,Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet [Capto Basf] Box of 100 by Novartis,OMOP2366720,RxNorm Extension
44060666,Fosinopril 10 MG Oral Tablet [Ratio Fosinopril],OMOP1055297,RxNorm Extension
21099865,Perindopril 4 MG Oral Tablet Box of 30 by Sandoz,OMOP270461,RxNorm Extension
43145665,Enalapril 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [ENALAPRIL/HYDROCHLOROTHIAZIDE RPG],OMOP446763,RxNorm Extension
41313170,Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Accuzide] Box of 30,OMOP2511132,RxNorm Extension
40940265,Enalapril 20 MG Oral Tablet [Xanef] Box of 98,OMOP2138227,RxNorm Extension
21089459,Fosinopril 10 MG Oral Tablet Box of 28 by Dowelhurst,OMOP349240,RxNorm Extension
41090688,Ramipril 1.25 MG Oral Tablet [RAMIPRIL SANDOZ] Box of 100,OMOP2288650,RxNorm Extension
40966306,Perindopril 4 MG Oral Tablet [Perindopril 1a Pharma] Box of 100,OMOP2164268,RxNorm Extension
43284600,Ramipril 2.5 MG Oral Tablet Box of 30 by Chemmart,OMOP547290,RxNorm Extension
41200146,Captopril 6.25 MG Oral Tablet [Captohexal] Box of 20 by Novartis,OMOP2398108,RxNorm Extension
43277892,Indapamide 0.625 MG / Perindopril 2.5 MG Oral Tablet Box of 10,OMOP535278,RxNorm Extension
41215791,quinapril 10 MG Oral Tablet [Quinapril Beta] Box of 30,OMOP2413753,RxNorm Extension
21050746,Perindopril 8 MG Oral Tablet Box of 30 by Tillomed,OMOP269836,RxNorm Extension
43169843,Enalapril 20 MG Oral Tablet [ENALAPRIL BIOGARAN] Box of 28 by Biogaran,OMOP465166,RxNorm Extension
44083190,Cilazapril / Hydrochlorothiazide Oral Tablet [Novo-Cilazapril/Hctz],OMOP1077821,RxNorm Extension
43748712,Ramipril 5 MG Oral Capsule [Sincronium],OMOP670752,RxNorm Extension
43199297,Ramipril 1.25 MG Oral Tablet [RAMIPRIL RPG] Box of 90 by Ranbaxy,OMOP461717,RxNorm Extension
44125409,Enalapril 4 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Vaseretic],OMOP1120040,RxNorm Extension
43256303,Lisinopril 2.5 MG Oral Tablet by Dr Reddys',OMOP536968,RxNorm Extension
21082478,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Zestoretic] Box of 28 by Lexon,OMOP373871,RxNorm Extension
40947586,Lisinopril 20 MG Oral Tablet [Lisigamma] Box of 100 by Woerwag,OMOP2145548,RxNorm Extension
41153473,quinapril 5 MG Oral Tablet [Quinapril Ct] Box of 50,OMOP2351435,RxNorm Extension
41215795,quinapril 5 MG Oral Tablet [Accupron],OMOP2413757,RxNorm Extension
43166731,Lisinopril 20 MG Oral Tablet [LISINOPRIL EG] Box of 30,OMOP500110,RxNorm Extension
21171626,Captopril 25 MG Oral Tablet Box of 56 by Bristol Myers Squibb,OMOP386502,RxNorm Extension
43820316,Captopril 50 MG Oral Tablet [Captopril Abz],OMOP661377,RxNorm Extension
41229469,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Lisiplus Al] Box of 50 by Aliud,OMOP2427431,RxNorm Extension
21062888,Ramipril 5 MG Oral Capsule Box of 28 by Bristol Myers Squibb,OMOP373083,RxNorm Extension
41200154,Captopril 50 MG Oral Tablet [Captopril Pb] Box of 20 by Docpharm,OMOP2398116,RxNorm Extension
40848944,Captopril 100 MG Oral Tablet [Tensostad] Box of 50,OMOP2046906,RxNorm Extension
41221438,Enalapril 5 MG Oral Tablet [Enalind] Box of 50,OMOP2419400,RxNorm Extension
40846827,Enalapril 10 MG Oral Tablet [Enalapril Basics] Box of 50,OMOP2044789,RxNorm Extension
40940234,Enalapril 10 MG / Hydrochlorothiazide 25 MG Oral Tablet [Enalapril Basics],OMOP2138196,RxNorm Extension
21043250,Ramipril 5 MG Oral Tablet by Ranbaxy,OMOP373131,RxNorm Extension
41166347,Lisinopril 5 MG Oral Tablet [Acerbon] Box of 50 by Kohlpharma,OMOP2364309,RxNorm Extension
41313163,Hydrochlorothiazide 25 MG / Ramipril 5 MG Oral Tablet [Ramipril Comp Puren] Box of 100,OMOP2511125,RxNorm Extension
41106176,Captopril 25 MG Oral Tablet Box of 100 by Aristo,OMOP2304138,RxNorm Extension
40909009,Enalapril 20 MG Oral Tablet [Enahexal] Box of 100,OMOP2106971,RxNorm Extension
21043236,trandolapril 1 MG Oral Capsule [Odrik] Box of 28,OMOP372899,RxNorm Extension
41010532,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Lisi Puren] Box of 30 by Puren,OMOP2208494,RxNorm Extension
40999864,Lisinopril 5 MG Oral Tablet [Lisihexal] Box of 50,OMOP2197826,RxNorm Extension
44113942,Ramipril 2.5 MG Oral Capsule Box of 30 by Hoechst,OMOP1108573,RxNorm Extension
44176850,Ramipril 5 MG Oral Tablet [Ramipril Puren] Box of 100,OMOP3053573,RxNorm Extension
21082457,Lisinopril 20 MG Oral Tablet Box of 28 by Ranbaxy,OMOP373484,RxNorm Extension
40968559,Lisinopril 20 MG Oral Tablet [Lisi Hennig] Box of 90,OMOP2166521,RxNorm Extension
21024373,Captopril 25 MG Oral Tablet [Capoten] by Waymade,OMOP386535,RxNorm Extension
44088092,Ramipril 2.5 MG Oral Capsule [RAMIPRIL MYLAN] by Mylan,OMOP1082723,RxNorm Extension
44063633,Fosinopril 20 MG Oral Tablet [Pms-Fosinopril] by Pharmascience,OMOP1058264,RxNorm Extension
21121683,Lisinopril 1 MG/ML Oral Solution by Rosemont,OMOP373783,RxNorm Extension
41231214,Captopril 12.5 MG Oral Tablet [Coronorm] Box of 50 by Wolff Bielefeld,OMOP2429176,RxNorm Extension
40846831,Enalapril 10 MG Oral Tablet [Enahexal] Box of 50,OMOP2044793,RxNorm Extension
21173372,Cilazapril 1 MG Oral Tablet [Vascace] Box of 28 by Roche,OMOP253285,RxNorm Extension
43282679,Enalapril 20 MG Oral Tablet [Enalabell] Box of 30,OMOP530552,RxNorm Extension
41228812,Lisinopril 20 MG Oral Tablet [Lisihexal] Box of 50 by Novartis,OMOP2426774,RxNorm Extension
40845316,Hydrochlorothiazide 25 MG / Ramipril 5 MG Oral Tablet [Ramipril Hct Aristo] Box of 99,OMOP2043278,RxNorm Extension
40916833,Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Quinaplus Al] Box of 100 by Aliud,OMOP2114795,RxNorm Extension
41283384,Enalapril 2.5 MG Oral Tablet [ENALAPRIL SANDOZ] Box of 50,OMOP2481346,RxNorm Extension
43171581,Perindopril 1.67 MG Oral Tablet [PERINDOPRIL BIOGARAN] Box of 90 by Biogaran,OMOP480079,RxNorm Extension
40855363,Enalapril 40 MG Oral Tablet [Enalapril 1a Pharm] Box of 30 by 1 A,OMOP2053325,RxNorm Extension
36260002,Ramipril 2.5 MG Oral Tablet [RAMIPRIL KRKA] Box of 28,OMOP3110877,RxNorm Extension
43279182,Ramipril 10 MG Oral Capsule [Prilace],OMOP547184,RxNorm Extension
43204480,trandolapril 4 MG / Verapamil 240 MG Extended Release Oral Tablet [TARKA LP] Box of 30 by Mylan,OMOP479828,RxNorm Extension
41027922,Ramipril 2.5 MG Oral Capsule [Rami Tad] Box of 50,OMOP2225884,RxNorm Extension
40979907,Enalapril 5 MG Oral Tablet [Xanef] Box of 98 by Merck,OMOP2177869,RxNorm Extension
41161335,Captopril 25 MG Oral Tablet [Captopril Pfleger] Box of 50,OMOP2359297,RxNorm Extension
21119548,Enalapril 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet by Alliance,OMOP293890,RxNorm Extension
41137578,Captopril 25 MG Oral Tablet [Captopril Axcount] Box of 100 by Axcount Generika,OMOP2335540,RxNorm Extension
43279195,Ramipril 2.5 MG Oral Tablet Box of 30 by Apotex,OMOP547291,RxNorm Extension
41004776,Captopril 50 MG Oral Tablet [Captopril Heumann] Box of 500,OMOP2202738,RxNorm Extension
40848911,Captopril 25 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Captopril Hct Atid],OMOP2046873,RxNorm Extension
43278077,Lisinopril 10 MG Oral Tablet Box of 30 by Auro,OMOP536925,RxNorm Extension
44125411,Enalapril 2 MG Oral Tablet [Ran-Enalapril],OMOP1120042,RxNorm Extension
41291326,Hydrochlorothiazide 25 MG / Ramipril 5 MG Oral Tablet [Ramipril Bz] Box of 100 by AbZ-Pharma,OMOP2489288,RxNorm Extension
43188256,Ramipril 1.25 MG Oral Tablet [RAMIPRIL ALMUS] Box of 30,OMOP461329,RxNorm Extension
41215750,Ramipril 2.5 MG Oral Tablet [Ramipril Ksk] Box of 20,OMOP2413712,RxNorm Extension
21175243,1 ML Enalapril 0.75 MG/ML Oral Solution,OMOP289850,RxNorm Extension
43640993,Ramipril 5 MG Oral Tablet [Ramipril Heumann] by Heumann,OMOP670701,RxNorm Extension
21111959,Ramipril 5 MG Oral Capsule by Generics,OMOP373053,RxNorm Extension
21171630,Captopril 25 MG Oral Tablet [Ecopace] by AMCo,OMOP386529,RxNorm Extension
43149399,trandolapril 2 MG / Verapamil 180 MG Extended Release Oral Tablet [TARKA L] Box of 30,OMOP479816,RxNorm Extension
35751537,Indapamide 1.25 MG / Perindopril 5 MG Oral Tablet [Coversyl] Box of 30 by Servier,OMOP2752998,RxNorm Extension
41008130,Ramipril 5 MG Oral Tablet [Delix] Box of 100 by Mtk,OMOP2206092,RxNorm Extension
40929081,Indapamide 1.25 MG / Perindopril 4 MG Oral Tablet Box of 100,OMOP2127043,RxNorm Extension
21141413,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet [Caralpha],OMOP373914,RxNorm Extension
41308841,Ramipril 2.5 MG Oral Tablet [Ramipril Isis],OMOP2506803,RxNorm Extension
21060553,Perindopril 2 MG Oral Tablet Box of 56,OMOP271235,RxNorm Extension
41286294,benazepril 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Benazepril Harma] Box of 98,OMOP2484256,RxNorm Extension
19107180,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet,430636,RxNorm
40934394,Ramipril 10 MG Oral Capsule [Ramipril Tad] Box of 50,OMOP2132356,RxNorm Extension
21083256,Captopril 0.1 MG/ML Oral Solution by Special Order,OMOP386766,RxNorm Extension
21063615,Captopril 12.5 MG Oral Tablet Box of 56 by TEVA,OMOP386721,RxNorm Extension
21062900,Ramipril 1.25 MG Oral Capsule by A A H,OMOP373342,RxNorm Extension
43156900,Fosinopril / Hydrochlorothiazide Oral Tablet [FOSINOPRIL HYDROCHLOROTHIAZIDE E],OMOP446783,RxNorm Extension
19106538,Captopril 25 MG / Hydrochlorothiazide 50 MG Oral Tablet,428812,RxNorm
43215430,Indapamide 1.25 MG / Perindopril 3.5 MG Oral Tablet [PERINDOPRIL/INDAPAMIDE ARROW] Box of 30,OMOP480281,RxNorm Extension
43194758,trandolapril 0.5 MG Oral Capsule [Odrik] Box of 84,OMOP490936,RxNorm Extension
40999878,Lisinopril 20 MG Oral Tablet [Lisidoc] Box of 100,OMOP2197840,RxNorm Extension
43617947,Hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet [Accuzide] by Pfizer,OMOP786597,RxNorm Extension
41067070,Captopril 25 MG Oral Tablet [Mundil],OMOP2265032,RxNorm Extension
41074726,Captopril 50 MG Oral Tablet [Esparil] Box of 20 by Esparma,OMOP2272688,RxNorm Extension
41314649,Enalapril 5 MG Oral Tablet [Enadigal] Box of 30,OMOP2512611,RxNorm Extension
41067030,Captopril 12.5 MG Oral Tablet [Sansanal] Box of 50,OMOP2264992,RxNorm Extension
40979931,Enalapril 20 MG Oral Tablet [Enalapril Ct] Box of 50 by AbZ-Pharma,OMOP2177893,RxNorm Extension
43139712,trandolapril 0.5 MG Oral Capsule [TRANDOLAPRIL EG] Box of 30 by Eurogenerics,OMOP490956,RxNorm Extension
44051357,Captopril 12.5 MG Oral Tablet [CAPTOPRIL TEVA] by TEVA,OMOP1045988,RxNorm Extension
41230205,Enalapril 5 MG Oral Tablet [Ena Abz] Box of 100 by AbZ-Pharma,OMOP2428167,RxNorm Extension
40911160,Captopril 25 MG Oral Tablet [Captopril 1a Pharma] Box of 100,OMOP2109122,RxNorm Extension
43712960,Enalapril 2.5 MG Oral Tablet [Enalapril Abz],OMOP673780,RxNorm Extension
41040971,Lisinopril 20 MG Oral Tablet [Lisi Hennig] Box of 60 by Hennig,OMOP2238933,RxNorm Extension
41287955,trandolapril 0.5 MG Oral Capsule [Gopten] Box of 20 by Abbvie,OMOP2485917,RxNorm Extension
43282673,Enalapril 5 MG Oral Tablet [Enahexal],OMOP530519,RxNorm Extension
41030922,Lisinopril 5 MG Oral Tablet [Lisidigal] Box of 30,OMOP2228884,RxNorm Extension
43298443,{10 (Ramipril 10 MG Oral Capsule) / 21 (Ramipril 2.5 MG Oral Capsule) } Pack,OMOP573046,RxNorm Extension
40906943,Indapamide 1.25 MG / Perindopril 4 MG Oral Tablet [Perindopril Indapamid Ct] Box of 50,OMOP2104905,RxNorm Extension
41101928,Ramipril 10 MG Oral Tablet [Ramipril Aurobindo] Box of 50 by Aurobindo,OMOP2299890,RxNorm Extension
40908994,Enalapril 2.5 MG Oral Tablet [Enahexal] Box of 100,OMOP2106956,RxNorm Extension
43273790,Ramipril 10 MG Oral Tablet [Tryzan] Box of 10,OMOP547202,RxNorm Extension
41190291,Enalapril 5 MG Oral Tablet [Ena Lichtenstein] Box of 100,OMOP2388253,RxNorm Extension
40926359,Captopril / Hydrochlorothiazide Oral Tablet [Captopril Actavis],OMOP2124321,RxNorm Extension
19106542,zofenopril 30 MG Oral Tablet,428825,RxNorm
41230224,Enalapril 20 MG Oral Tablet [Enal] Box of 30 by 1 A,OMOP2428186,RxNorm Extension
41281830,Hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet [Quinapril 1a Pharma Plus],OMOP2479792,RxNorm Extension
40911093,Captopril 25 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Acenorm] Box of 20,OMOP2109055,RxNorm Extension
43194447,Fosinopril 10 MG Oral Tablet [FOZITEC] Box of 90,OMOP488142,RxNorm Extension
19025175,Captopril 12.5 MG Oral Tablet [Capoten],201370,RxNorm
21131420,Lisinopril 5 MG Oral Tablet Box of 28,OMOP373631,RxNorm Extension
40844014,Lisinopril 5 MG Oral Tablet [Lisodura] Box of 30,OMOP2041976,RxNorm Extension
43869981,{(Aspirin 100 MG Oral Capsule) / (atorvastatin 20 MG Oral Capsule) / (Ramipril 5 MG Oral Capsule) } Pack [Sincronium] by Ferrer,OMOP901823,RxNorm Extension
41309390,piretanide 6 MG / Ramipril 5 MG Oral Tablet [Ramipril Piretanid Winthrop] Box of 50,OMOP2507352,RxNorm Extension
43277619,Fosinopril 10 MG Oral Tablet [Fosipril] Box of 30,OMOP532672,RxNorm Extension
41168787,Captopril 25 MG Oral Tablet [Tensostad] Box of 100 by Stada,OMOP2366749,RxNorm Extension
44086099,Lisinopril 20 MG Oral Tablet [Auro-Lisinopril],OMOP1080730,RxNorm Extension
21043259,Ramipril 1.25 MG Oral Capsule by Sigma-Tau,OMOP373336,RxNorm Extension
41074716,Captopril 6.25 MG Oral Tablet [Captogamma] Box of 30 by AAA-Pharma,OMOP2272678,RxNorm Extension
42731705,{7 (Ramipril 10 MG Oral Capsule) / 7 (Ramipril 2.5 MG Oral Capsule) / 21 (Ramipril 5 MG Oral Capsule) } Pack,OMOP2740660,RxNorm Extension
43261587,Lisinopril 5 MG Oral Tablet Box of 56 by Ipca,OMOP536786,RxNorm Extension
21077479,1 ML Captopril 6.25 MG/ML Oral Solution by Special Order,OMOP295249,RxNorm Extension
43179165,Captopril Oral Tablet [CAPTOPRIL ZENTIVA],OMOP449339,RxNorm Extension
43204544,Indapamide 1.25 MG / Perindopril 3.5 MG Oral Tablet [PERINDOPRIL/INDAPAMIDE TEVA] Box of 30 by TEVA,OMOP480411,RxNorm Extension
43672287,Hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Quinaplus Al] by Aliud,OMOP786199,RxNorm Extension
43725931,Hydrochlorothiazide / Ramipril Oral Tablet [Ramipril Hct Gamma],OMOP783089,RxNorm Extension
41190286,Enalapril 5 MG Oral Tablet [ENALAPRIL SANDOZ] Box of 100,OMOP2388248,RxNorm Extension
41280508,Lisinopril 10 MG Oral Tablet [Lisinopril 1a Pharma],OMOP2478470,RxNorm Extension
43177780,Lisinopril 20 MG Oral Tablet [LISINOPRIL ACTAVIS] Box of 90 by Actavis,OMOP499978,RxNorm Extension
21142133,Captopril 25 MG Oral Tablet Box of 60,OMOP386518,RxNorm Extension
43654154,Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet [Quinaplus Stada],OMOP786281,RxNorm Extension
41257865,quinapril 20 MG Oral Tablet [Quinapril Heumann] Box of 100 by Heumann,OMOP2455827,RxNorm Extension
43139707,trandolapril 2 MG Oral Capsule [TRANDOLAPRIL TEVA] Box of 30 by TEVA,OMOP490922,RxNorm Extension
43180897,Enalapril 5 MG Oral Tablet [ENALAPRIL ZENTIVA],OMOP465123,RxNorm Extension
43216604,trandolapril 0.5 MG Oral Capsule [TRANDOLAPRIL ACTAVIS] Box of 30,OMOP490939,RxNorm Extension
41090757,quinapril 5 MG Oral Tablet [Accupron] Box of 500,OMOP2288719,RxNorm Extension
21062929,Hydrochlorothiazide / Lisinopril Oral Tablet [Carace],OMOP373801,RxNorm Extension
43695662,zofenopril 7.5 MG Oral Tablet [ZOFENIL] by Berlin-Chemie,OMOP683294,RxNorm Extension
43641934,Perindopril 2 MG Oral Tablet [Perindopril-Erbumin - 1a Pharma] by 1 A,OMOP687704,RxNorm Extension
41059666,piretanide 6 MG / Ramipril 5 MG Oral Tablet [Arelix] Box of 100,OMOP2257628,RxNorm Extension
21119400,Perindopril 8 MG Oral Tablet Box of 56 by Glenmark,OMOP269921,RxNorm Extension
43293813,Fosinopril 20 MG Oral Tablet Box of 30 by Genrx,OMOP532649,RxNorm Extension
21072772,trandolapril 2 MG / Verapamil 180 MG Extended Release Oral Capsule [Tarka] Box of 28,OMOP372914,RxNorm Extension
43211626,Enalapril 20 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [ENALAPRIL/HYDROCHLOROTHIAZIDE ZENTIVA] Box of 28 by Sanofi,OMOP446779,RxNorm Extension
41063330,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Ramilich] Box of 20,OMOP2261292,RxNorm Extension
41168791,Captopril 25 MG Oral Tablet [Capto Funcke] Box of 20 by Medphano,OMOP2366753,RxNorm Extension
41099315,benazepril 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Benazeplus Stada] Box of 42,OMOP2297277,RxNorm Extension
41313164,Hydrochlorothiazide 25 MG / Ramipril 5 MG Oral Tablet [Ramipril Actavis] Box of 100,OMOP2511126,RxNorm Extension
41074474,Cilazapril 1 MG Oral Tablet [Dynorm] Box of 50 by Roche,OMOP2272436,RxNorm Extension
21050758,Perindopril 2 MG Oral Tablet by Ranbaxy,OMOP270957,RxNorm Extension
44113521,trandolapril 2 MG / Verapamil 240 MG Extended Release Oral Tablet [Tarka] by GP,OMOP1108152,RxNorm Extension
43256307,Lisinopril 2.5 MG Oral Tablet [Lisoril] Box of 56,OMOP536989,RxNorm Extension
41231235,Captopril 50 MG Oral Tablet [Tensostad] Box of 50 by Stada,OMOP2429197,RxNorm Extension
43839076,Enalapril 20 MG Oral Tablet [Enalapril Axcount],OMOP673820,RxNorm Extension
41067027,Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet [Adocomp] Box of 25,OMOP2264989,RxNorm Extension
43166729,Lisinopril 20 MG Oral Tablet [LISINOPRIL ARROW] Box of 28 by Arrow,OMOP500011,RxNorm Extension
36276391,Hydrochlorothiazide 25 MG / Ramipril 5 MG Oral Tablet [Ramipril Hct Sandoz] Box of 100 by Sandoz,OMOP3127266,RxNorm Extension
41117419,Enalapril 5 MG Oral Tablet Box of 25,OMOP2315381,RxNorm Extension
41293089,Captopril 50 MG / Hydrochlorothiazide 25 MG Oral Tablet [Captobeta] Box of 50 by Betapharm,OMOP2491051,RxNorm Extension
41221479,Enalapril 20 MG Oral Tablet [Enalapril Heumann],OMOP2419441,RxNorm Extension
43210131,Hydrochlorothiazide 12.5 MG / Ramipril 5 MG Oral Tablet [RAMIPRIL/HYDROCHLOROTHIAZIDE ARROW] Box of 30 by Arrow,OMOP465700,RxNorm Extension
41039209,Ramipril 5 MG Oral Tablet [Ramipril Dura] Box of 100 by Mylan,OMOP2237171,RxNorm Extension
43257125,Perindopril 4 MG Oral Tablet [Idaprex],OMOP544540,RxNorm Extension
40907416,Hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet [Accuzide] Box of 98,OMOP2105378,RxNorm Extension
21121689,quinapril 20 MG Oral Tablet by Mylan,OMOP373944,RxNorm Extension
43857159,Enalapril 20 MG Oral Tablet [Enalapril Stada] by Stada,OMOP673825,RxNorm Extension
43193550,Indapamide 0.625 MG / Perindopril 1.67 MG Oral Tablet [PERINDOPRIL/INDAPAMIDE TEVA] Box of 30,OMOP480375,RxNorm Extension
43283408,Lisinopril 2.5 MG Oral Tablet [Lisoril] Box of 30,OMOP536988,RxNorm Extension
43144595,Lisinopril 20 MG Oral Tablet [LISINOPRIL BIOGARAN] Box of 84,OMOP500051,RxNorm Extension
41288925,Ramipril 2.5 MG Oral Tablet [TRIATEC] Box of 20 by Kohlpharma,OMOP2486887,RxNorm Extension
43271060,Amlodipine 5 MG / Perindopril 10 MG Oral Tablet by Chemmart,OMOP541821,RxNorm Extension
40937480,Lisinopril 2.5 MG Oral Tablet [Lisinopril Basf],OMOP2135442,RxNorm Extension
43191843,Enalapril Oral Tablet [ENALAPRIL ZENTIVA],OMOP465044,RxNorm Extension
41161285,Captopril 25 MG / Hydrochlorothiazide 25 MG Oral Tablet [Jutacor] Box of 50,OMOP2359247,RxNorm Extension
43177356,Ramipril 2.5 MG Oral Tablet [TRIATEC] Box of 90 by Sanofi,OMOP465453,RxNorm Extension
41280529,Lisinopril 30 MG Oral Tablet [LISINOPRIL SANDOZ] Box of 100,OMOP2478491,RxNorm Extension
