concept_id,concept_name,concept_code,vocabulary_id,drug_group
36236694,Calcicard Pill,1171519,RxNorm,diltiazem
42629596,Diltiazem Hydrochloride 5 MG/ML Injection,1791230,RxNorm,diltiazem
1328656,24 HR Diltiazem Hydrochloride 360 MG Extended Release Oral Capsule [Tiazac],831347,RxNorm,diltiazem
36238568,Optil Pill,1182326,RxNorm,diltiazem
40035699,Diltiazem Extended Release Oral Tablet [Metazem],369940,RxNorm,diltiazem
19133636,Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Diltzac],831240,RxNorm,diltiazem
19088286,Diltiazem Hydrochloride 180 MG [Diltzac],831239,RxNorm,diltiazem
19017257,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Viazem XL],153454,RxNorm,diltiazem
19133630,Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Diltzac],831172,RxNorm,diltiazem
19133557,Diltiazem Hydrochloride 360 MG,830794,RxNorm,diltiazem
36230656,Teczem Pill,1180848,RxNorm,diltiazem
19134169,Diltiazem Hydrochloride 60 MG [Metazem],844299,RxNorm,diltiazem
40034888,Diltiazem / Enalapril Extended Release Oral Tablet,372008,RxNorm,diltiazem
19134148,Diltiazem Hydrochloride 120 MG [Slozem],844278,RxNorm,diltiazem
19134203,Diltiazem Hydrochloride 300 MG [Angitil XL],844333,RxNorm,diltiazem
19026191,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Dilzem XL],202224,RxNorm,diltiazem
19135008,Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Dilacor],845202,RxNorm,diltiazem
19134994,Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Taztia],845188,RxNorm,diltiazem
19135012,Diltiazem Hydrochloride 360 MG Extended Release Oral Capsule [Tiazac],845206,RxNorm,diltiazem
19135741,Diltiazem Malate 240 MG,849859,RxNorm,diltiazem
36236672,Kentiazem Oral Product,1170047,RxNorm,diltiazem
19133567,Diltiazem Hydrochloride 240 MG [Cardizem],830838,RxNorm,diltiazem
36235332,Diltzac Oral Product,1169602,RxNorm,diltiazem
19133563,Diltiazem Hydrochloride 300 MG [Cardizem],830802,RxNorm,diltiazem
19133588,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Tablet [Cardizem],830876,RxNorm,diltiazem
19133572,24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Cardizem],830847,RxNorm,diltiazem
40175474,Diltiazem Hydrochloride 60 MG [Calcicard],977363,RxNorm,diltiazem
19134245,Diltiazem Hydrochloride 200 MG Extended Release Oral Capsule [Tildiem LA],844425,RxNorm,diltiazem
36238572,Optil XL Pill,1182330,RxNorm,diltiazem
19024089,Diltiazem Hydrochloride 60 MG Extended Release Oral Tablet [Angiozem],200880,RxNorm,diltiazem
19133633,Diltiazem Hydrochloride 180 MG Oral Tablet,831229,RxNorm,diltiazem
19133622,Diltiazem Hydrochloride 60 MG Oral Tablet,831103,RxNorm,diltiazem
19135746,Diltiazem Hydrochloride 100 MG Extended Release Oral Capsule,849869,RxNorm,diltiazem
19054333,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Zemtard XL],226712,RxNorm,diltiazem
40035266,Diltiazem Extended Release Oral Capsule [Tiazac],367127,RxNorm,diltiazem
42629598,25 ML Diltiazem Hydrochloride 5 MG/ML Injection,1791233,RxNorm,diltiazem
19070521,Diltiazem Hydrochloride 120 MG [Dilt],831214,RxNorm,diltiazem
19133646,Diltiazem Hydrochloride 240 MG [Diltia],831301,RxNorm,diltiazem
36232453,Tiamate Pill,1178487,RxNorm,diltiazem
19029632,Diltiazem Hydrochloride 180 MG [Tiamate],831231,RxNorm,diltiazem
19135034,Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Zemtard XL],845233,RxNorm,diltiazem
19134979,Diltiazem Hydrochloride 360 MG Extended Release Oral Capsule [Cardizem],845172,RxNorm,diltiazem
19133606,Diltiazem Hydrochloride 420 MG [Cardizem],830901,RxNorm,diltiazem
19133573,Diltiazem Hydrochloride 120 MG,830860,RxNorm,diltiazem
19135004,Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Dilt],845198,RxNorm,diltiazem
19134997,Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Dilacor],845191,RxNorm,diltiazem
40132539,Diltiazem Extended Release Oral Capsule [Diltzac],629302,RxNorm,diltiazem
40235241,24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Tablet [Matzim],1091632,RxNorm,diltiazem
792887,24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Tiadylt],1988319,RxNorm,diltiazem
19010268,24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Slozem],108501,RxNorm,diltiazem
40035268,Diltiazem Extended Release Oral Capsule [Viazem XL],379797,RxNorm,diltiazem
19047679,Diltiazem Hydrochloride 180 MG [Taztia],831247,RxNorm,diltiazem
19133661,24 HR Diltiazem Hydrochloride 420 MG Extended Release Oral Capsule [Tiazac],831360,RxNorm,diltiazem
19135056,Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Zemtard XL],845255,RxNorm,diltiazem
1328583,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Cartia],831226,RxNorm,diltiazem
19054331,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Zemtard XL],226710,RxNorm,diltiazem
1328591,24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Cartia],831255,RxNorm,diltiazem
19133653,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Cartia],831309,RxNorm,diltiazem
1328561,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Dilt],831215,RxNorm,diltiazem
19135065,Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Dilcardia XL],845264,RxNorm,diltiazem
19135051,Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Dilzem XL],845250,RxNorm,diltiazem
19026170,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Adizem-XL],202223,RxNorm,diltiazem
40236120,Diltiazem Hydrochloride 360 MG Extended Release Oral Tablet [Matzim],1091639,RxNorm,diltiazem
19133838,24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Diltzac],833703,RxNorm,diltiazem
792892,Diltiazem Hydrochloride 420 MG [Tiadylt],1988329,RxNorm,diltiazem
40035957,Diltiazem Extended Release Oral Tablet [Tiamate],369966,RxNorm,diltiazem
19133584,12 HR Diltiazem Hydrochloride 90 MG Extended Release Oral Capsule [Cardizem],830871,RxNorm,diltiazem
19134996,Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Dilt],845190,RxNorm,diltiazem
19133612,Diltiazem Hydrochloride 90 MG Extended Release Oral Tablet,831021,RxNorm,diltiazem
36230974,Matzim Pill,1181568,RxNorm,diltiazem
19054659,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Dilcardia XL],227166,RxNorm,diltiazem
36232455,Tiazac Pill,1178489,RxNorm,diltiazem
36238571,Optil XL Oral Product,1182329,RxNorm,diltiazem
36232476,Tildiem Oral Product,1178515,RxNorm,diltiazem
19054553,24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Optil XL],227077,RxNorm,diltiazem
19134986,Diltiazem Hydrochloride 120 MG Extended Release Oral Tablet [Cardizem],845180,RxNorm,diltiazem
19044872,Diltiazem Hydrochloride 180 MG [Diltia],831249,RxNorm,diltiazem
19133656,Diltiazem Hydrochloride 300 MG [Cartia],831320,RxNorm,diltiazem
19134179,Diltiazem Hydrochloride 60 MG [Adizem],844309,RxNorm,diltiazem
19133659,Diltiazem Hydrochloride 360 MG Extended Release Oral Capsule [Diltzac],831345,RxNorm,diltiazem
19135057,Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Zemtard XL],845256,RxNorm,diltiazem
19047678,Diltiazem Hydrochloride 120 MG [Taztia],831195,RxNorm,diltiazem
19047680,Diltiazem Hydrochloride 240 MG [Taztia],831299,RxNorm,diltiazem
19134209,Diltiazem Hydrochloride 180 MG [Adizem-XL],844340,RxNorm,diltiazem
19135050,Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Adizem-XL],845249,RxNorm,diltiazem
19133569,Diltiazem Hydrochloride 180 MG,830844,RxNorm,diltiazem
19134191,Diltiazem Hydrochloride 240 MG [Dilcardia XL],844321,RxNorm,diltiazem
792879,Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Tiadylt],1988309,RxNorm,diltiazem
19133560,24 HR Diltiazem Hydrochloride 360 MG Extended Release Oral Capsule [Cardizem],830798,RxNorm,diltiazem
36241999,Viazem XL Oral Product,1188098,RxNorm,diltiazem
19134194,Diltiazem Hydrochloride 300 MG [Optil XL],844324,RxNorm,diltiazem
19134553,Diltiazem 180 MG Extended Release Oral Tablet,844736,RxNorm,diltiazem
36239254,Metazem Pill,1185648,RxNorm,diltiazem
19133566,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule,830837,RxNorm,diltiazem
19133642,Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Diltzac],831282,RxNorm,diltiazem
19134178,Diltiazem Hydrochloride 300 MG [Tildiem LA],844308,RxNorm,diltiazem
19133846,Diltiazem Hydrochloride 200 MG,833715,RxNorm,diltiazem
19133660,Diltiazem Hydrochloride 420 MG Extended Release Oral Tablet,831350,RxNorm,diltiazem
19134159,Diltiazem Hydrochloride 120 MG [Viazem XL],844289,RxNorm,diltiazem
40156852,Diltiazem Extended Release Oral Tablet [Cardizem],830875,RxNorm,diltiazem
19133610,Diltiazem Hydrochloride 60 MG Extended Release Oral Tablet,830979,RxNorm,diltiazem
19133582,12 HR Diltiazem Hydrochloride 90 MG Extended Release Oral Capsule,830869,RxNorm,diltiazem
792893,24 HR Diltiazem Hydrochloride 420 MG Extended Release Oral Capsule [Tiadylt],1988330,RxNorm,diltiazem
40035955,Diltiazem Extended Release Oral Tablet [Optil],379774,RxNorm,diltiazem
1328654,24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Cartia],831338,RxNorm,diltiazem
19133621,Diltiazem Hydrochloride 90 MG Oral Tablet,831102,RxNorm,diltiazem
19061675,Diltiazem Hydrochloride 240 MG [Cartia],831287,RxNorm,diltiazem
19133614,Diltiazem Hydrochloride 120 MG Oral Tablet,831054,RxNorm,diltiazem
19133559,Diltiazem Hydrochloride 360 MG [Cardizem],830796,RxNorm,diltiazem
19029633,Diltiazem Hydrochloride 240 MG [Tiamate],831272,RxNorm,diltiazem
19133631,Diltiazem Hydrochloride 120 MG [Diltia],831207,RxNorm,diltiazem
36233035,Dilacor Oral Product,1168858,RxNorm,diltiazem
36231366,Britiazim Oral Product,1176347,RxNorm,diltiazem
40035262,Diltiazem Extended Release Oral Capsule [Dilzem XL],379795,RxNorm,diltiazem
19134993,Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Tiazac],845187,RxNorm,diltiazem
36231367,Britiazim Pill,1176348,RxNorm,diltiazem
19135005,Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Tiazac],845199,RxNorm,diltiazem
19135054,Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Angitil XL],845253,RxNorm,diltiazem
19135011,Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Dilt],845205,RxNorm,diltiazem
36231034,Angitil XL Pill,1176243,RxNorm,diltiazem
19134552,Diltiazem 90 MG Extended Release Oral Tablet,844735,RxNorm,diltiazem
40035971,Diltiazem Oral Tablet [Tiamate],484952,RxNorm,diltiazem
1328167,12 HR Diltiazem 300 MG Extended Release Oral Capsule,245227,RxNorm,diltiazem
19135047,Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Adizem-XL],845246,RxNorm,diltiazem
1328612,Diltiazem Hydrochloride 240 MG Extended Release Oral Tablet,831271,RxNorm,diltiazem
40235249,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Tablet [Matzim],1091629,RxNorm,diltiazem
792891,Diltiazem Hydrochloride 360 MG Extended Release Oral Capsule [Tiadylt],1988325,RxNorm,diltiazem
19133570,24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule,830845,RxNorm,diltiazem
36235330,Diltia Oral Product,1169600,RxNorm,diltiazem
19082788,Diltiazem Hydrochloride 300 MG [Tiazac],831322,RxNorm,diltiazem
36232454,Tiazac Oral Product,1178488,RxNorm,diltiazem
19026194,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Dilzem XL],202230,RxNorm,diltiazem
19047701,Diltiazem Hydrochloride 300 MG [Taztia],831324,RxNorm,diltiazem
36235337,Dilzem XL Pill,1169607,RxNorm,diltiazem
40236100,Diltiazem Hydrochloride 120 MG Extended Release Oral Tablet [Matzim],1091627,RxNorm,diltiazem
40035694,Diltiazem Extended Release Oral Tablet,375031,RxNorm,diltiazem
19133842,12 HR Diltiazem Hydrochloride 60 MG Extended Release Oral Tablet,833707,RxNorm,diltiazem
19133607,24 HR Diltiazem Hydrochloride 420 MG Extended Release Oral Tablet [Cardizem],830902,RxNorm,diltiazem
19082785,Diltiazem Hydrochloride 120 MG [Tiazac],831192,RxNorm,diltiazem
19024088,Diltiazem Hydrochloride 60 MG Extended Release Oral Tablet [Britiazim],200879,RxNorm,diltiazem
1328218,Diltiazem 300 MG,328684,RxNorm,diltiazem
40236099,Diltiazem Extended Release Oral Tablet [Matzim],1091622,RxNorm,diltiazem
19134202,Diltiazem Hydrochloride 120 MG [Zemtard XL],844332,RxNorm,diltiazem
19003886,24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Adizem-XL],104406,RxNorm,diltiazem
19134176,Diltiazem Hydrochloride 240 MG [Adizem-XL],844306,RxNorm,diltiazem
19134160,Diltiazem Hydrochloride 300 MG [Zemtard XL],844290,RxNorm,diltiazem
19134555,Diltiazem 240 MG Extended Release Oral Tablet,844738,RxNorm,diltiazem
40236112,Diltiazem Hydrochloride 180 MG [Matzim],1091631,RxNorm,diltiazem
19133839,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Diltzac],833704,RxNorm,diltiazem
1328715,24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Tablet [Tiamate],833695,RxNorm,diltiazem
40035697,Diltiazem Extended Release Oral Tablet [Britiazim],379799,RxNorm,diltiazem
19133593,24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Tablet,830882,RxNorm,diltiazem
1328590,24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Dilacor],831254,RxNorm,diltiazem
36242000,Viazem XL Pill,1188099,RxNorm,diltiazem
19135010,Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Taztia],845204,RxNorm,diltiazem
19135030,Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Slozem],845229,RxNorm,diltiazem
40035969,Diltiazem Oral Tablet [Calcicard],379790,RxNorm,diltiazem
19133657,Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Cartia],831321,RxNorm,diltiazem
40166777,Diltiazem Hydrochloride 200 MG [Tildiem LA],875840,RxNorm,diltiazem
19134181,Diltiazem Hydrochloride 60 MG [Britiazim],844311,RxNorm,diltiazem
19134193,Diltiazem Hydrochloride 120 MG [Dilcardia XL],844323,RxNorm,diltiazem
36229731,Cartia Pill,1175801,RxNorm,diltiazem
19044875,Diltiazem Hydrochloride 120 MG [Dilacor],831222,RxNorm,diltiazem
19135064,Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Dilcardia XL],845263,RxNorm,diltiazem
40236123,Diltiazem Hydrochloride 420 MG [Matzim],1091621,RxNorm,diltiazem
19086242,Diltiazem 90 MG,330818,RxNorm,diltiazem
40236119,Diltiazem Hydrochloride 300 MG [Matzim],1091634,RxNorm,diltiazem
40236121,Diltiazem Hydrochloride 360 MG [Matzim],1091637,RxNorm,diltiazem
19134988,Diltiazem Hydrochloride 240 MG Extended Release Oral Tablet [Cardizem],845182,RxNorm,diltiazem
19082789,Diltiazem Hydrochloride 360 MG [Tiazac],831346,RxNorm,diltiazem
19134980,Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Cardizem],845173,RxNorm,diltiazem
1328620,Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule,831313,RxNorm,diltiazem
36216731,Diltiazem Pill,1151889,RxNorm,diltiazem
792894,Diltiazem Hydrochloride 420 MG Extended Release Oral Capsule [Tiadylt],1988331,RxNorm,diltiazem
19135006,Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Taztia],845200,RxNorm,diltiazem
1328558,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Tiazac],831193,RxNorm,diltiazem
19134998,Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Cartia],845192,RxNorm,diltiazem
19010269,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Slozem],108502,RxNorm,diltiazem
19133579,Diltiazem Hydrochloride 60 MG [Cardizem],830866,RxNorm,diltiazem
40156939,Diltiazem Extended Release Oral Capsule [Diltia],831208,RxNorm,diltiazem
792874,Diltiazem Hydrochloride 120 MG [Tiadylt],1988304,RxNorm,diltiazem
19133647,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Diltia],831302,RxNorm,diltiazem
36234067,Adizem Oral Product,1170639,RxNorm,diltiazem
40035256,Diltiazem Extended Release Oral Capsule [Angitil XL],379788,RxNorm,diltiazem
40236114,Diltiazem Hydrochloride 240 MG [Matzim],1091628,RxNorm,diltiazem
1328652,24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Taztia],831325,RxNorm,diltiazem
19135748,Diltiazem Hydrochloride 150 MG / Hydrochlorothiazide 12.5 MG Extended Release Oral Capsule,849871,RxNorm,diltiazem
19133638,24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Diltia],831250,RxNorm,diltiazem
40236113,Diltiazem Hydrochloride 240 MG Extended Release Oral Tablet [Matzim],1091630,RxNorm,diltiazem
40035263,Diltiazem Extended Release Oral Capsule [Optil XL],379778,RxNorm,diltiazem
19044876,Diltiazem Hydrochloride 180 MG [Dilacor],831253,RxNorm,diltiazem
40035267,Diltiazem Extended Release Oral Capsule [Tildiem LA],379780,RxNorm,diltiazem
36238567,Optil Oral Product,1182325,RxNorm,diltiazem
19134195,Diltiazem Hydrochloride 240 MG [Optil XL],844325,RxNorm,diltiazem
36233036,Dilacor Pill,1168859,RxNorm,diltiazem
42629595,5 ML Diltiazem Hydrochloride 5 MG/ML Injection,1791229,RxNorm,diltiazem
19013391,Diltiazem Hydrochloride 60 MG Extended Release Oral Capsule [Kentiazem],151240,RxNorm,diltiazem
19135063,Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Dilcardia XL],845262,RxNorm,diltiazem
19135036,Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Viazem XL],845235,RxNorm,diltiazem
19134218,Diltiazem Hydrochloride 360 MG [Viazem XL],844349,RxNorm,diltiazem
40034889,Diltiazem / Enalapril Extended Release Oral Tablet [Teczem],370008,RxNorm,diltiazem
19133583,Diltiazem Hydrochloride 90 MG [Cardizem],830870,RxNorm,diltiazem
36227652,Taztia Oral Product,1180263,RxNorm,diltiazem
1328721,Diltiazem Hydrochloride 60 MG Oral Tablet [Cardizem],834393,RxNorm,diltiazem
19046776,Diltiazem Hydrochloride 5 MG/ML [Cardizem],833196,RxNorm,diltiazem
19088289,Diltiazem Hydrochloride 360 MG [Diltzac],831344,RxNorm,diltiazem
1328559,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Taztia],831196,RxNorm,diltiazem
42629594,Diltiazem Injection,1791228,RxNorm,diltiazem
19054332,24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Zemtard XL],226711,RxNorm,diltiazem
40236111,Diltiazem Hydrochloride 180 MG Extended Release Oral Tablet [Matzim],1091633,RxNorm,diltiazem
36238986,Zemtard XL Pill,1187243,RxNorm,diltiazem
1328660,24 HR Diltiazem Hydrochloride 420 MG Extended Release Oral Capsule,831359,RxNorm,diltiazem
36235336,Dilzem XL Oral Product,1169606,RxNorm,diltiazem
19017934,Diltiazem Hydrochloride 60 MG Extended Release Oral Tablet [Calazem],153789,RxNorm,diltiazem
19133613,Diltiazem Hydrochloride 90 MG Extended Release Oral Capsule,831022,RxNorm,diltiazem
19135747,Diltiazem Hydrochloride 150 MG,849870,RxNorm,diltiazem
19133591,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Tablet,830879,RxNorm,diltiazem
40148216,Diltiazem Prefilled Syringe,762947,RxNorm,diltiazem
19133575,Diltiazem Hydrochloride 120 MG [Cardizem],830862,RxNorm,diltiazem
36234736,Calazem Oral Product,1170882,RxNorm,diltiazem
19135037,Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Viazem XL],845236,RxNorm,diltiazem
19082787,Diltiazem Hydrochloride 240 MG [Tiazac],831295,RxNorm,diltiazem
19133645,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Taztia],831300,RxNorm,diltiazem
19135001,Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Diltia],845195,RxNorm,diltiazem
19133587,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Tablet,830874,RxNorm,diltiazem
19054219,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Angitil XL],226539,RxNorm,diltiazem
19135009,Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Tiazac],845203,RxNorm,diltiazem
19017259,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Viazem XL],153456,RxNorm,diltiazem
19024090,Diltiazem Hydrochloride 60 MG Extended Release Oral Tablet [Adizem],200881,RxNorm,diltiazem
19134981,Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Cardizem],845174,RxNorm,diltiazem
19134551,Diltiazem 300 MG Extended Release Oral Capsule,844734,RxNorm,diltiazem
40035689,Diltiazem Extended Release Oral Capsule,374425,RxNorm,diltiazem
19133643,Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Cartia],831288,RxNorm,diltiazem
19135028,Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Slozem],845227,RxNorm,diltiazem
36216725,Diltiazem / Enalapril Oral Product,1151883,RxNorm,diltiazem
19134175,Diltiazem Hydrochloride 240 MG [Dilzem XL],844305,RxNorm,diltiazem
19054657,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Dilcardia XL],227164,RxNorm,diltiazem
36236693,Calcicard Oral Product,1171518,RxNorm,diltiazem
792877,Tiadylt Pill,1988307,RxNorm,diltiazem
19134172,Diltiazem Hydrochloride 240 MG [Slozem],844302,RxNorm,diltiazem
792885,Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Tiadylt],1988317,RxNorm,diltiazem
19133568,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Cardizem],830839,RxNorm,diltiazem
19133604,Diltiazem Hydrochloride 420 MG,830899,RxNorm,diltiazem
40236122,Diltiazem Hydrochloride 420 MG Extended Release Oral Tablet [Matzim],1091624,RxNorm,diltiazem
40035970,Diltiazem Oral Tablet [Cardizem],369261,RxNorm,diltiazem
19133576,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Cardizem],830863,RxNorm,diltiazem
36216727,Diltiazem / Hydrochlorothiazide Oral Product,1151885,RxNorm,diltiazem
19133840,24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Diltzac],833705,RxNorm,diltiazem
19134200,Diltiazem Hydrochloride 240 MG [Zemtard XL],844330,RxNorm,diltiazem
19135048,Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Dilzem XL],845247,RxNorm,diltiazem
19135000,Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Taztia],845194,RxNorm,diltiazem
1328217,Diltiazem 180 MG,328683,RxNorm,diltiazem
19135053,Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Angitil XL],845252,RxNorm,diltiazem
19134554,Diltiazem 120 MG Extended Release Oral Tablet,844737,RxNorm,diltiazem
792888,Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule [Tiadylt],1988320,RxNorm,diltiazem
19070524,Diltiazem Hydrochloride 300 MG [Dilt],831336,RxNorm,diltiazem
19133594,24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Tablet [Cardizem],830883,RxNorm,diltiazem
19135002,Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Dilt],845196,RxNorm,diltiazem
19135743,12 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule,849861,RxNorm,diltiazem
19134983,Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Cardizem],845176,RxNorm,diltiazem
40035265,Diltiazem Extended Release Oral Capsule [Taztia],406247,RxNorm,diltiazem
1328716,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Tablet [Tiamate],833696,RxNorm,diltiazem
19026193,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Adizem-XL],202229,RxNorm,diltiazem
19135061,Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Optil XL],845260,RxNorm,diltiazem
19133586,12 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Cardizem],830873,RxNorm,diltiazem
19133580,12 HR Diltiazem Hydrochloride 60 MG Extended Release Oral Capsule [Cardizem],830867,RxNorm,diltiazem
36236433,Calazem Pill,1171504,RxNorm,diltiazem
40035260,Diltiazem Extended Release Oral Capsule [Dilcardia XL],379793,RxNorm,diltiazem
19135014,Diltiazem Hydrochloride 420 MG Extended Release Oral Capsule [Tiazac],845208,RxNorm,diltiazem
792889,Diltiazem Hydrochloride 360 MG [Tiadylt],1988323,RxNorm,diltiazem
19134220,Diltiazem Hydrochloride 300 MG [Adizem-XL],844351,RxNorm,diltiazem
36232474,Tildiem LA Oral Product,1178513,RxNorm,diltiazem
19133602,24 HR Diltiazem Hydrochloride 360 MG Extended Release Oral Tablet,830897,RxNorm,diltiazem
36232475,Tildiem LA Pill,1178514,RxNorm,diltiazem
19133578,12 HR Diltiazem Hydrochloride 60 MG Extended Release Oral Capsule,830865,RxNorm,diltiazem
36239253,Metazem Oral Product,1185647,RxNorm,diltiazem
19133562,24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule,830801,RxNorm,diltiazem
1328582,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Dilacor],831224,RxNorm,diltiazem
19017941,Diltiazem Hydrochloride 60 MG Extended Release Oral Tablet [Optil],153800,RxNorm,diltiazem
19054658,24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Dilcardia XL],227165,RxNorm,diltiazem
19133841,24 HR Diltiazem Hydrochloride 360 MG Extended Release Oral Capsule [Diltzac],833706,RxNorm,diltiazem
19134157,Diltiazem Hydrochloride 240 MG [Viazem XL],844287,RxNorm,diltiazem
19134174,Diltiazem Hydrochloride 120 MG [Adizem-XL],844304,RxNorm,diltiazem
1328170,12 HR Diltiazem 120 MG Extended Release Oral Tablet,246395,RxNorm,diltiazem
19088288,Diltiazem Hydrochloride 300 MG [Diltzac],831318,RxNorm,diltiazem
19061673,Diltiazem Hydrochloride 120 MG [Cartia],831225,RxNorm,diltiazem
36236673,Kentiazem Pill,1170048,RxNorm,diltiazem
19133605,24 HR Diltiazem Hydrochloride 420 MG Extended Release Oral Tablet,830900,RxNorm,diltiazem
19133650,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Dilacor],831305,RxNorm,diltiazem
