concept_id,concept_name,concept_code,vocabulary_id
41000428,irbesartan 300 MG Oral Tablet [Irbesartan 1a Pharma] Box of 28,OMOP2198390,RxNorm Extension
41002130,Felodipine 2.5 MG / Ramipril 2.5 MG Oral Tablet [Unimax] Box of 50,OMOP2200092,RxNorm Extension
43260471,candesartan 4 MG Oral Tablet Box of 30 by Apotex,OMOP571027,RxNorm Extension
44168040,Amlodipine 6.94 MG / olmesartan 20 MG Oral Tablet [Sevikar] Box of 98 by European,OMOP3044763,RxNorm Extension
40906730,irbesartan 300 MG Oral Tablet [Irbesartan Pfizer],OMOP2104692,RxNorm Extension
43255114,candesartan 8 MG Oral Tablet by Pharmacor,OMOP570508,RxNorm Extension
43785944,Losartan 25 MG Oral Tablet [Losartan Atid],OMOP691524,RxNorm Extension
43600043,candesartan 8 MG / Hydrochlorothiazide 12.5 MG Oral Tablet by Heumann,OMOP798114,RxNorm Extension
21092345,irbesartan 150 MG Oral Tablet [Aprovel] Box of 28 by Mawdsley-Brooks,OMOP374625,RxNorm Extension
41316926,candesartan 4 MG Oral Tablet [Candesartan 1a Pharma] Box of 28,OMOP2514888,RxNorm Extension
41256774,valsartan 320 MG Oral Tablet [Valsartan Basics] Box of 56 by Basics,OMOP2454736,RxNorm Extension
44111824,Losartan 100 MG Oral Tablet [LOSARTAN MYLAN],OMOP1106455,RxNorm Extension
44088900,irbesartan 150 MG Oral Tablet [Pms-Irbesartan] by Pharmascience,OMOP1083531,RxNorm Extension
974648,eprosartan 600 MG / Hydrochlorothiazide 25 MG Oral Tablet [Teveten HCT],352336,RxNorm
41161381,candesartan 32 MG Oral Tablet [CANDESARTAN ZENTIVA] Box of 56,OMOP2359343,RxNorm Extension
41166700,irbesartan 150 MG Oral Tablet [Irbesartan Puren] Box of 98 by Puren,OMOP2364662,RxNorm Extension
41200187,candesartan 32 MG / Hydrochlorothiazide 25 MG Oral Tablet [Candesartancilexetil Hct Plus Stada] Box of 56 by Stada,OMOP2398149,RxNorm Extension
36260777,Amlodipine 5 MG / Hydrochlorothiazide 25 MG / olmesartan 40 MG Oral Tablet [Forzaten / HCT],OMOP3111652,RxNorm Extension
41251010,Hydrochlorothiazide 12.5 MG / Losartan 100 MG Oral Tablet [Losartan Bz] Box of 56,OMOP2448972,RxNorm Extension
43293960,Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet Box of 7,OMOP533942,RxNorm Extension
40995029,valsartan 160 MG Oral Tablet [Valsartan Puren] Box of 98,OMOP2192991,RxNorm Extension
43588105,valsartan 80 MG Oral Tablet [Valsartan Basics] by Basics,OMOP693559,RxNorm Extension
40881518,Amlodipine 6.94 MG / Hydrochlorothiazide 12.5 MG / olmesartan 20 MG Oral Tablet [Sevikar] Box of 56,OMOP2079480,RxNorm Extension
40969880,Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Irbesartan Plus Hct Hennig] Box of 98,OMOP2167842,RxNorm Extension
40968475,Losartan 100 MG Oral Tablet [Losartan Acis],OMOP2166437,RxNorm Extension
40881517,Amlodipine 6.94 MG / Hydrochlorothiazide 12.5 MG / olmesartan 40 MG Oral Tablet [Sevikar] Box of 280,OMOP2079479,RxNorm Extension
44164251,Amlodipine 6.94 MG / olmesartan 40 MG Oral Tablet [Vocado] Box of 28 by Berlin-Chemie,OMOP3040974,RxNorm Extension
43696114,Losartan 12.5 MG Oral Tablet [Losartan-Kalium Tad] by TAD,OMOP691700,RxNorm Extension
21131489,irbesartan 300 MG Oral Tablet by A A H,OMOP374663,RxNorm Extension
21133975,eprosartan 600 MG Oral Tablet by Mawdsley-Brooks,OMOP254078,RxNorm Extension
43606045,Losartan 100 MG Oral Tablet [Losaricca] by Hexal,OMOP691641,RxNorm Extension
41168848,candesartan 8 MG Oral Tablet Box of 56 by Mylan,OMOP2366810,RxNorm Extension
43271399,candesartan 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Candesartan Cilexetil Hct],OMOP572575,RxNorm Extension
41293152,candesartan 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet Box of 98 by AbZ-Pharma,OMOP2491114,RxNorm Extension
41231782,Amlodipine 13.9 MG / valsartan 160 MG Oral Tablet [Exforge] Box of 28 by Gerke,OMOP2429744,RxNorm Extension
44038691,azilsartan 40 MG Oral Tablet [Edarb] by Valeant,OMOP1033322,RxNorm Extension
43858214,Losartan 50 MG Oral Tablet [Losartan Aaa],OMOP691792,RxNorm Extension
41237970,irbesartan Oral Tablet [Irbesartan Basics],OMOP2435932,RxNorm Extension
21114486,eprosartan 300 MG Oral Tablet [Teveten] by DE,OMOP254056,RxNorm Extension
40906050,Losartan 100 MG Oral Tablet [Losartan 1a Pharma] Box of 28,OMOP2104012,RxNorm Extension
43660673,irbesartan 75 MG Oral Tablet [Generitan],OMOP698438,RxNorm Extension
36261147,olmesartan 40 MG Oral Tablet [Olmesartan Teva] Box of 28 by TEVA,OMOP3112022,RxNorm Extension
40911221,candesartan 16 MG Oral Tablet [Candesartancilexetil Hennig] Box of 28,OMOP2109183,RxNorm Extension
21096402,Losartan 50 MG Oral Tablet by Generics,OMOP282582,RxNorm Extension
43732472,olmesartan 40 MG Oral Tablet [Olmesartanmedoxomil Mylan],OMOP699729,RxNorm Extension
41192560,candesartan 4 MG Oral Tablet [Candesartan Hormosan],OMOP2390522,RxNorm Extension
40931625,Amlodipine 6.94 MG / valsartan 80 MG Oral Tablet Box of 28,OMOP2129587,RxNorm Extension
43136301,irbesartan 150 MG Oral Tablet [IRBESARTAN ARROW] Box of 30,OMOP460083,RxNorm Extension
41151610,valsartan 320 MG Oral Tablet [Valsartan Dexcel] Box of 98,OMOP2349572,RxNorm Extension
43255132,candesartan 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Adesan],OMOP572298,RxNorm Extension
43134867,Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [TELMISARTAN/HYDROCHLOROTHIAZIDE ARROW] Box of 90,OMOP447513,RxNorm Extension
41168832,candesartan 16 MG Oral Tablet [Blopress] Box of 56 by Beragena,OMOP2366794,RxNorm Extension
41321956,Losartan 25 MG Oral Tablet Box of 56 by AAA-Pharma,OMOP2519918,RxNorm Extension
36270595,Hydrochlorothiazide 12.5 MG / olmesartan 20 MG Oral Tablet [Olmesartan / HCTZ Krka],OMOP3121470,RxNorm Extension
40854650,Hydrochlorothiazide 12.5 MG / Losartan 50 MG Oral Tablet [Losartan 1a Pharma] Box of 28 by 1 A,OMOP2052612,RxNorm Extension
41324493,candesartan 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Atacand Plus] Box of 98 by Cc,OMOP2522455,RxNorm Extension
41260250,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Ramigamma] Box of 20 by Woerwag,OMOP2458212,RxNorm Extension
41322666,Hydrochlorothiazide 12.5 MG / Ramipril 5 MG Oral Tablet [Ramipril Comp Puren] Box of 20 by Puren,OMOP2520628,RxNorm Extension
41135725,Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Valsartan 1a Pharma] Box of 56 by 1 A,OMOP2333687,RxNorm Extension
43282261,candesartan 32 MG Oral Tablet by Terry White Chemists,OMOP570174,RxNorm Extension
40978506,Losartan 75 MG Oral Tablet Box of 56 by Betapharm,OMOP2176468,RxNorm Extension
43749911,Losartan 100 MG Oral Tablet [Losartan-Kalium Wockhardt] by Wockhardt,OMOP691596,RxNorm Extension
40916543,irbesartan 150 MG Oral Tablet [Karvea] Box of 56 by Cc,OMOP2114505,RxNorm Extension
40981046,candesartan 8 MG Oral Tablet [Blopress] Box of 56 by Cc,OMOP2179008,RxNorm Extension
21112448,telmisartan 80 MG Oral Tablet Box of 28 by Lexon,OMOP381875,RxNorm Extension
41250901,Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Valsartan Puren] Box of 98,OMOP2448863,RxNorm Extension
43162123,candesartan 32 MG Oral Tablet [CANDESARTAN RANBAXY] Box of 30,OMOP493421,RxNorm Extension
43271071,Amlodipine 10 MG / telmisartan 80 MG Oral Tablet [PRITOR],OMOP543260,RxNorm Extension
43672368,candesartan 32 MG / Hydrochlorothiazide 25 MG Oral Tablet [Candesartan Ratiopharm] by Ratiopharm,OMOP799557,RxNorm Extension
41000443,irbesartan 150 MG Oral Tablet [IRBESARTAN MYLAN] Box of 98,OMOP2198405,RxNorm Extension
40141364,Amlodipine / valsartan Oral Tablet [Exforge],724894,RxNorm
1367500,Losartan,52175,RxNorm
21165211,Losartan 100 MG Oral Tablet by Sovereign,OMOP282460,RxNorm Extension
43678450,telmisartan Oral Tablet [Telmisartan Heumann],OMOP694364,RxNorm Extension
44037024,Losartan 25 MG Oral Tablet [Mint-Losartan] by Mint,OMOP1031655,RxNorm Extension
41223556,candesartan 8 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Candesartan Hormosan],OMOP2421518,RxNorm Extension
36272628,valsartan 80 MG Oral Tablet [Diovane] Box of 28,OMOP3123503,RxNorm Extension
41041579,Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [Micardis] Box of 28 by Gerke,OMOP2239541,RxNorm Extension
40916537,irbesartan 300 MG Oral Tablet [Irbesartan Basics] Box of 98 by Basics,OMOP2114499,RxNorm Extension
41187408,Losartan 12.5 MG Oral Tablet [Losartan Steiner],OMOP2385370,RxNorm Extension
40854678,Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Irbesartan Bz] Box of 28 by AbZ-Pharma,OMOP2052640,RxNorm Extension
43617932,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Ramiplus Al],OMOP783890,RxNorm Extension
43265567,Amlodipine 5 MG / telmisartan 40 MG Oral Tablet Box of 56,OMOP542870,RxNorm Extension
21033830,Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [Tolucombi] Box of 28,OMOP381927,RxNorm Extension
44069465,telmisartan Oral Tablet [Ran-Telmisartan],OMOP1064096,RxNorm Extension
43178968,Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [TELMISARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA],OMOP447388,RxNorm Extension
41151618,valsartan 80 MG Oral Tablet [VALSARTAN RATIOPHARM],OMOP2349580,RxNorm Extension
41032251,Hydrochlorothiazide 25 MG / Losartan 100 MG Oral Tablet [Losar Teva],OMOP2230213,RxNorm Extension
43183764,telmisartan 40 MG Oral Tablet [Tolura] Box of 90 by KRKA,OMOP491305,RxNorm Extension
43265547,Amlodipine 10 MG / Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet Box of 7,OMOP541296,RxNorm Extension
41166998,Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Telmisartan Plus Hct Al] Box of 98 by Aliud,OMOP2364960,RxNorm Extension
21125731,Losartan 25 MG Oral Tablet by DE,OMOP282536,RxNorm Extension
44099879,candesartan 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Apo-Candesartan/Hctz],OMOP1094510,RxNorm Extension
1332530,Amlodipine 10 MG / valsartan 320 MG Oral Tablet [Exforge],724887,RxNorm
41259959,irbesartan 300 MG Oral Tablet [Aprovel] Box of 98 by Emra-Med,OMOP2457921,RxNorm Extension
21131906,telmisartan 20 MG Oral Tablet Box of 28 by Dowelhurst,OMOP381828,RxNorm Extension
41038524,telmisartan 40 MG Oral Tablet [Telmisartan Heumann] Box of 28 by Heumann,OMOP2236486,RxNorm Extension
41157719,Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Irbesartan Hormosan] Box of 28,OMOP2355681,RxNorm Extension
21141452,irbesartan 300 MG Oral Tablet by Macleods,OMOP374662,RxNorm Extension
44128021,Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Auro-Valsartan] by Auro,OMOP1122652,RxNorm Extension
40877859,eprosartan 736 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Teveten Plus Eup],OMOP2075821,RxNorm Extension
21163652,eprosartan 300 MG Oral Tablet [Teveten] Box of 28 by Dowelhurst,OMOP254070,RxNorm Extension
43618020,candesartan 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet by Hexal,OMOP797610,RxNorm Extension
44125189,Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet [TELMISARTAN MYLAN],OMOP1119820,RxNorm Extension
36258118,candesartan 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [CANDESARTAN/HYDROCHLOROTHIAZIDE MYLAN] Box of 98,OMOP3108993,RxNorm Extension
43290965,valsartan 320 MG Oral Tablet by Apotex,OMOP556156,RxNorm Extension
41094887,Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Valsartan Puren] Box of 28,OMOP2292849,RxNorm Extension
21057138,Losartan 25 MG Oral Tablet Box of 84,OMOP282574,RxNorm Extension
41223565,candesartan 32 MG / Hydrochlorothiazide 25 MG Oral Tablet [Atacand] Box of 56,OMOP2421527,RxNorm Extension
40918661,candesartan 4 MG Oral Tablet [Candesartan 1a Pharma] Box of 56 by 1 A,OMOP2116623,RxNorm Extension
40979169,Hydrochlorothiazide 25 MG / Losartan 100 MG Oral Tablet [Losartan Kalium Hctz Aurobindo] Box of 28 by Aurobindo,OMOP2177131,RxNorm Extension
41168811,candesartan 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Blopress] Box of 28 by Takeda,OMOP2366773,RxNorm Extension
21020896,candesartan 4 MG Oral Tablet Box of 30 by Sigma-Tau,OMOP351768,RxNorm Extension
43840142,Losartan 100 MG Oral Tablet [Lorzaar] by Merck,OMOP691598,RxNorm Extension
41223570,candesartan 32 MG Oral Tablet [CANDESARTAN ACTAVIS] Box of 28,OMOP2421532,RxNorm Extension
40911230,candesartan 4 MG Oral Tablet [Candesartan Hexal] Box of 98,OMOP2109192,RxNorm Extension
41157656,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Delix] Box of 18,OMOP2355618,RxNorm Extension
43858317,valsartan 40 MG Oral Tablet [Valsargamma] by Woerwag,OMOP693506,RxNorm Extension
36268828,Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [IRBESARTAN HYDROCHLOROTHIAZIDE TEVA] Box of 98 by TEVA,OMOP3119703,RxNorm Extension
43150938,candesartan 4 MG Oral Tablet [CANDESARTAN ACTAVIS] Box of 30,OMOP493185,RxNorm Extension
41138189,Amlodipine 13.9 MG / valsartan 160 MG Oral Tablet [Dafiro] Box of 98 by Docpharm,OMOP2336151,RxNorm Extension
43205730,telmisartan 40 MG Oral Tablet [PRITOR],OMOP491246,RxNorm Extension
40949927,candesartan 8 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Candesartancilexetil Hct Hennig] Box of 28 by Hennig,OMOP2147889,RxNorm Extension
43213122,irbesartan 75 MG Oral Tablet [IRBESARTAN MYLAN] Box of 30 by Mylan,OMOP459959,RxNorm Extension
41132215,valsartan 80 MG Oral Tablet [VALSARTAN ZENTIVA] Box of 56 by Sanofi,OMOP2330177,RxNorm Extension
40823814,candesartan 4 MG Oral Tablet [Candesartan Basics] Box of 28 by Basics,OMOP2021776,RxNorm Extension
41231286,candesartan 8 MG Oral Tablet [Blopress] Box of 98 by Gerke,OMOP2429248,RxNorm Extension
40981553,Amlodipine 13.9 MG / valsartan 160 MG Oral Tablet [Dafiro] Box of 28 by Beragena,OMOP2179515,RxNorm Extension
43708058,candesartan 8 MG / Hydrochlorothiazide 12.5 MG Oral Tablet by Stada,OMOP798125,RxNorm Extension
40969774,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Ramipril Hct Gamma] Box of 50,OMOP2167736,RxNorm Extension
41040043,olmesartan 10 MG Oral Tablet [Olmetec] Box of 56 by Aca Mueller,OMOP2238005,RxNorm Extension
21023644,Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Co-Diovan] Box of 28 by Novartis,OMOP374532,RxNorm Extension
36268498,Amlodipine 5 MG / Hydrochlorothiazide 25 MG / olmesartan 40 MG Oral Tablet [Sevikar / HCT],OMOP3119373,RxNorm Extension
40981015,candesartan 8 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Candesartan Plus 1a Pharma] Box of 56 by 1 A,OMOP2178977,RxNorm Extension
36262904,Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [VALSARTAN/HYDROCHLOROTHIAZIDE SANDOZ] Box of 98,OMOP3113779,RxNorm Extension
43173156,candesartan 16 MG Oral Tablet [CANDESARTAN SANDOZ],OMOP493520,RxNorm Extension
21043337,irbesartan 150 MG Oral Tablet [Sabervel],OMOP374639,RxNorm Extension
41063378,Hydrochlorothiazide 12.5 MG / Losartan 50 MG Oral Tablet [Losarhct Denk] Box of 28,OMOP2261340,RxNorm Extension
43271069,Amlodipine 5 MG / telmisartan 40 MG Oral Tablet [PRITOR] Box of 7,OMOP543020,RxNorm Extension
44128987,candesartan 16 MG Oral Tablet [Riva Candesartan] by Laboratoire Riva,OMOP1123618,RxNorm Extension
41094936,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Ramipril Hct Accedo],OMOP2292898,RxNorm Extension
41138188,Amlodipine 13.9 MG / valsartan 160 MG Oral Tablet [Exforge] Box of 98 by Gerke,OMOP2336150,RxNorm Extension
41135458,irbesartan 300 MG Oral Tablet [Aprovel] Box of 28 by Emra-Med,OMOP2333420,RxNorm Extension
41063304,Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [Telmisartan Plus Hct Al] Box of 28,OMOP2261266,RxNorm Extension
21076872,Losartan 100 MG Oral Tablet Box of 28 by Waymade,OMOP282481,RxNorm Extension
43768022,valsartan 320 MG Oral Tablet [Provas],OMOP693648,RxNorm Extension
1347386,irbesartan 150 MG Oral Tablet [Avapro],153666,RxNorm
40916822,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Ramipril Comp Puren] Box of 50 by Puren,OMOP2114784,RxNorm Extension
43281941,Amlodipine 10 MG / olmesartan 40 MG Oral Tablet by Terry White Chemists,OMOP543840,RxNorm Extension
40882869,telmisartan 20 MG Oral Tablet [Micardis] Box of 28 by Gerke,OMOP2080831,RxNorm Extension
43140017,candesartan 32 MG Oral Tablet [CANDESARTAN EG] Box of 30,OMOP493404,RxNorm Extension
41074776,candesartan 4 MG Oral Tablet [Atacand] Box of 98 by Kohlpharma,OMOP2272738,RxNorm Extension
41256764,valsartan 160 MG Oral Tablet Box of 28 by AAA-Pharma,OMOP2454726,RxNorm Extension
21020883,candesartan 8 MG Oral Tablet by Mawdsley-Brooks,OMOP349476,RxNorm Extension
36273087,irbesartan 300 MG Oral Tablet [IRBESARTAN TEVA] Box of 98,OMOP3123962,RxNorm Extension
41200216,candesartan 8 MG Oral Tablet [Blopress] Box of 28 by Emra-Med,OMOP2398178,RxNorm Extension
41063326,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Ramipril Eu] Box of 500,OMOP2261288,RxNorm Extension
21161600,telmisartan 20 MG Oral Tablet by Mawdsley-Brooks,OMOP381801,RxNorm Extension
36275716,Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Co-Bespres] Box of 98,OMOP3126591,RxNorm Extension
41200196,candesartan 16 MG Oral Tablet [Candesartan Biomo] Box of 56 by biomo,OMOP2398158,RxNorm Extension
40938678,Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Provas],OMOP2136640,RxNorm Extension
41093620,Losartan 12.5 MG Oral Tablet [LOSARTAN ACTAVIS] Box of 28,OMOP2291582,RxNorm Extension
41219956,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Ramiplus Al] Box of 20,OMOP2417918,RxNorm Extension
43265918,candesartan 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Candesartan Cilexetil Hctz] Box of 30,OMOP572609,RxNorm Extension
36262921,Hydrochlorothiazide 12.5 MG / olmesartan 40 MG Oral Tablet [Olmesartan Plus HCT EG] Box of 28,OMOP3113796,RxNorm Extension
41035898,candesartan 16 MG Oral Tablet [Candesartan Hexal] Box of 98,OMOP2233860,RxNorm Extension
40998391,olmesartan 10 MG Oral Tablet [Olmetec] Box of 280,OMOP2196353,RxNorm Extension
36270360,olmesartan 10 MG Oral Tablet [Olmesartan Krka],OMOP3121235,RxNorm Extension
36891826,Amlodipine 13.9 MG / Hydrochlorothiazide 25 MG / olmesartan 40 MG Oral Tablet,OMOP1007223,RxNorm Extension
41324872,azilsartan 40 MG Oral Tablet [Edarbi] Box of 56 by Takeda,OMOP2522834,RxNorm Extension
43216872,candesartan 16 MG Oral Tablet [CANDESARTAN BIOGARAN] Box of 90 by Biogaran,OMOP493482,RxNorm Extension
44034504,Hydrochlorothiazide 25 MG / Ramipril 10 MG Oral Tablet [Pms-Ramipril-Hctz],OMOP1029135,RxNorm Extension
43822225,candesartan Oral Tablet [Candesartan-Ct],OMOP695060,RxNorm Extension
44037270,Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet by Sanis,OMOP1031901,RxNorm Extension
41012325,candesartan 8 MG Oral Tablet [Ratacand] Box of 56 by Kohlpharma,OMOP2210287,RxNorm Extension
21143334,Hydrochlorothiazide 25 MG / Losartan 100 MG Oral Tablet Box of 28 by Actavis,OMOP408014,RxNorm Extension
43274090,telmisartan 80 MG Oral Tablet by Apotex,OMOP549643,RxNorm Extension
41043949,Amlodipine 13.9 MG / olmesartan 40 MG Oral Tablet [Sevikar] Box of 56 by Cc,OMOP2241911,RxNorm Extension
41057292,valsartan 40 MG Oral Tablet [Valsartan Hennig] Box of 28,OMOP2255254,RxNorm Extension
36270601,Hydrochlorothiazide 12.5 MG / Losartan 50 MG Oral Tablet [Cozaar-Comp] Box of 98,OMOP3121476,RxNorm Extension
43276580,Amlodipine 5 MG / telmisartan 40 MG Oral Tablet [PRITOR] Box of 28,OMOP543042,RxNorm Extension
43672356,candesartan 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Candesarplus Al] by Aliud,OMOP797676,RxNorm Extension
43277752,Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [Pritor Plus] Box of 28,OMOP534020,RxNorm Extension
41188694,Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Valsartan Hennig] Box of 56,OMOP2386656,RxNorm Extension
41010479,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Tritazide] Box of 99 by Eurim-Pharm,OMOP2208441,RxNorm Extension
41281148,irbesartan 225 MG Oral Tablet [IRBESARTAN RATIOPHARM] Box of 98,OMOP2479110,RxNorm Extension
21161217,irbesartan 150 MG Oral Tablet by Dexcel-Pharma,OMOP374580,RxNorm Extension
41254517,candesartan 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Candesartancilexetil Hct Mylan],OMOP2452479,RxNorm Extension
40938100,irbesartan 300 MG Oral Tablet [Irbesartan Heumann] Box of 98,OMOP2136062,RxNorm Extension
43636122,Amlodipine 6.94 MG / Hydrochlorothiazide 12.5 MG / olmesartan 40 MG Oral Tablet [Vocado] by Menarini,OMOP789902,RxNorm Extension
41194857,valsartan 320 MG Oral Tablet [Diovan] Box of 98 by Kohlpharma,OMOP2392819,RxNorm Extension
41135752,Hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet Box of 56 by AbZ-Pharma,OMOP2333714,RxNorm Extension
40898096,Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet Box of 98,OMOP2096058,RxNorm Extension
41293171,candesartan 16 MG Oral Tablet [Blopress] Box of 56 by Kohlpharma,OMOP2491133,RxNorm Extension
41026119,valsartan 80 MG Oral Tablet [Valsartan Hennig] Box of 98,OMOP2224081,RxNorm Extension
41285586,candesartan 16 MG Oral Tablet [CANDESARTAN ZENTIVA] Box of 98,OMOP2483548,RxNorm Extension
43618028,candesartan 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet by Mylan,OMOP798808,RxNorm Extension
41231293,candesartan 8 MG Oral Tablet [Atacand] Box of 28 by Aca Mueller,OMOP2429255,RxNorm Extension
41006124,Amlodipine 6.94 MG / telmisartan 80 MG Oral Tablet [Twynsta] Box of 28,OMOP2204086,RxNorm Extension
43768126,candesartan 16 MG Oral Tablet [Candesartan Aurobindo] by Aurobindo,OMOP695375,RxNorm Extension
40969104,irbesartan 300 MG Oral Tablet [Generitan] Box of 28,OMOP2167066,RxNorm Extension
41103618,Losartan 50 MG Oral Tablet [Losartan Al] Box of 28 by Aliud,OMOP2301580,RxNorm Extension
40917502,eprosartan 736 MG / Hydrochlorothiazide 12.5 MG Oral Tablet Box of 98 by AbZ-Pharma,OMOP2115464,RxNorm Extension
41102742,olmesartan 20 MG Oral Tablet [Votum] Box of 56 by Berlin-Chemie,OMOP2300704,RxNorm Extension
43183996,candesartan 8 MG Oral Tablet [CANDESARTAN BIOGARAN] Box of 90 by Biogaran,OMOP493304,RxNorm Extension
44034513,Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Ran-Irbesartan],OMOP1029144,RxNorm Extension
43786324,irbesartan Oral Tablet [Irbesartan Al],OMOP698328,RxNorm Extension
43587985,Losartan 12.5 MG Oral Tablet [Losagruen] by Hexal,OMOP691688,RxNorm Extension
41188803,Hydrochlorothiazide 12.5 MG / Losartan 50 MG Oral Tablet [Cardopal] Box of 98,OMOP2386765,RxNorm Extension
21131466,valsartan 160 MG Oral Tablet by Zentiva,OMOP374320,RxNorm Extension
41133601,piretanide 6 MG / Ramipril 5 MG Oral Tablet [Ramitanid Al] Box of 20 by Aliud,OMOP2331563,RxNorm Extension
41157629,Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Valsartan Hexal] Box of 56,OMOP2355591,RxNorm Extension
43654212,candesartan 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Blopress] by Takeda,OMOP797830,RxNorm Extension
41094265,irbesartan 150 MG Oral Tablet [Irbesartan Abz] Box of 98,OMOP2292227,RxNorm Extension
41214727,telmisartan 30 MG Oral Tablet [Telmisartan Abz] Box of 98,OMOP2412689,RxNorm Extension
40938831,Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Irbesartan Bz] Box of 98,OMOP2136793,RxNorm Extension
41094882,Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Valsartan Hct Stada] Box of 98,OMOP2292844,RxNorm Extension
41278148,piretanide 6 MG / Ramipril 5 MG Oral Tablet [Ramipril Piretanid 1a Pharma] Box of 100,OMOP2476110,RxNorm Extension
36276526,Amlodipine 10 MG / Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Exforge HCT] Box of 98 by Novartis,OMOP3127401,RxNorm Extension
41247327,piretanide 6 MG / Ramipril 5 MG Oral Tablet [Prilace] Box of 50,OMOP2445289,RxNorm Extension
41029424,olmesartan 40 MG Oral Tablet [Belsar] Box of 98,OMOP2227386,RxNorm Extension
41250950,Hydrochlorothiazide 12.5 MG / Ramipril 2.5 MG Oral Tablet [Ramipril Ratiopharm] Box of 100,OMOP2448912,RxNorm Extension
41038527,telmisartan 40 MG Oral Tablet [Micardis] Box of 56 by Aca Mueller,OMOP2236489,RxNorm Extension
43642275,valsartan 320 MG Oral Tablet [Valsartan Puren] by Actavis,OMOP693631,RxNorm Extension
41104396,Hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet Box of 28 by Aliud,OMOP2302358,RxNorm Extension
40854601,Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Micardis] Box of 28 by Docpharm,OMOP2052563,RxNorm Extension
